date,city,temperature,humidity,condition
2023-12-22,New York,-6.4,94,Snow
2023-12-23,New York,28.8,99,Snow
2023-12-24,New York,39.0,69,Thunderstorm
2023-12-25,New York,22.8,70,Rain
2023-12-26,New York,35.8,59,Snow
2023-12-27,New York,4.0,57,Thunderstorm
2023-12-28,New York,-5.8,87,Drizzle
2023-12-29,New York,20.8,95,Fog
2023-12-30,New York,39.1,82,Thunderstorm
2023-12-31,New York,-0.5,58,Drizzle
2024-01-01,New York,-6.0,24,Rain
2024-01-02,New York,-10.0,59,Snow
2024-01-03,New York,30.2,74,Snow
2024-01-04,New York,18.9,50,Thunderstorm
2024-01-05,New York,32.8,23,Clear
2024-01-06,New York,-1.2,41,Rain
2024-01-07,New York,18.6,55,Clear
2024-01-08,New York,37.3,86,Clear
2024-01-09,New York,-4.3,52,Fog
2024-01-10,New York,22.0,83,Fog
2024-01-11,New York,10.1,99,Clear
2024-01-12,New York,36.8,68,Clear
2024-01-13,New York,-5.2,91,Thunderstorm
2024-01-14,New York,-1.3,21,Thunderstorm
2024-01-15,New York,8.2,93,Drizzle
2024-01-16,New York,21.8,92,Drizzle
2024-01-17,New York,-4.0,64,Clear
2024-01-18,New York,18.7,30,Snow
2024-01-19,New York,25.2,75,Clear
2024-01-20,New York,8.8,62,Clouds
2024-01-21,New York,10.5,73,Clear
2024-01-22,New York,-3.1,34,Thunderstorm
2024-01-23,New York,6.5,28,Drizzle
2024-01-24,New York,3.9,25,Drizzle
2024-01-25,New York,33.3,47,Thunderstorm
2024-01-26,New York,18.7,20,Thunderstorm
2024-01-27,New York,-0.7,28,Thunderstorm
2024-01-28,New York,-6.0,59,Rain
2024-01-29,New York,35.2,94,Snow
2024-01-30,New York,29.4,67,Clouds
2024-01-31,New York,19.0,23,Snow
2024-02-01,New York,33.9,89,Drizzle
2024-02-02,New York,1.7,27,Drizzle
2024-02-03,New York,20.6,52,Drizzle
2024-02-04,New York,17.3,42,Clouds
2024-02-05,New York,-1.8,100,Clear
2024-02-06,New York,17.0,48,Clear
2024-02-07,New York,6.8,22,Drizzle
2024-02-08,New York,19.9,47,Clouds
2024-02-09,New York,12.8,30,Drizzle
2024-02-10,New York,-9.5,86,Thunderstorm
2024-02-11,New York,3.8,70,Thunderstorm
2024-02-12,New York,12.7,58,Clouds
2024-02-13,New York,4.7,76,Clouds
2024-02-14,New York,24.9,67,Thunderstorm
2024-02-15,New York,22.9,81,Snow
2024-02-16,New York,20.3,39,Rain
2024-02-17,New York,38.0,98,Snow
2024-02-18,New York,8.3,66,Rain
2024-02-19,New York,8.1,36,Drizzle
2024-02-20,New York,13.8,43,Thunderstorm
2024-02-21,New York,29.1,76,Thunderstorm
2024-02-22,New York,9.7,29,Drizzle
2024-02-23,New York,35.4,75,Clouds
2024-02-24,New York,19.3,79,Rain
2024-02-25,New York,18.2,24,Clouds
2024-02-26,New York,39.7,78,Fog
2024-02-27,New York,19.2,93,Drizzle
2024-02-28,New York,4.2,74,Fog
2024-02-29,New York,-4.1,76,Clear
2024-03-01,New York,37.6,90,Snow
2024-03-02,New York,35.2,99,Clear
2024-03-03,New York,21.8,78,Fog
2024-03-04,New York,6.1,55,Clouds
2024-03-05,New York,12.7,46,Clear
2024-03-06,New York,4.3,30,Drizzle
2024-03-07,New York,13.9,41,Snow
2024-03-08,New York,7.2,69,Rain
2024-03-09,New York,32.6,40,Fog
2024-03-10,New York,4.1,97,Thunderstorm
2024-03-11,New York,28.1,100,Drizzle
2024-03-12,New York,8.0,55,Thunderstorm
2024-03-13,New York,16.0,29,Clouds
2024-03-14,New York,15.4,85,Clouds
2024-03-15,New York,11.6,92,Clear
2024-03-16,New York,34.0,48,Fog
2024-03-17,New York,18.1,89,Thunderstorm
2024-03-18,New York,9.7,100,Clouds
2024-03-19,New York,39.4,81,Clear
2024-03-20,New York,6.4,65,Clear
2024-03-21,New York,33.2,84,Drizzle
2024-03-22,New York,34.9,23,Thunderstorm
2024-03-23,New York,36.4,36,Clear
2024-03-24,New York,17.9,99,Snow
2024-03-25,New York,16.8,75,Clear
2024-03-26,New York,-9.3,29,Fog
2024-03-27,New York,18.7,29,Clouds
2024-03-28,New York,20.5,73,Clear
2024-03-29,New York,23.8,79,Snow
2024-03-30,New York,35.4,27,Clouds
2024-03-31,New York,34.9,42,Rain
2024-04-01,New York,24.2,81,Clear
2024-04-02,New York,31.7,69,Snow
2024-04-03,New York,23.7,80,Thunderstorm
2024-04-04,New York,39.0,41,Clouds
2024-04-05,New York,10.3,26,Clouds
2024-04-06,New York,-4.6,67,Fog
2024-04-07,New York,25.5,100,Clouds
2024-04-08,New York,-2.7,58,Fog
2024-04-09,New York,-3.6,28,Drizzle
2024-04-10,New York,-6.4,25,Rain
2024-04-11,New York,-6.3,53,Thunderstorm
2024-04-12,New York,27.5,69,Thunderstorm
2024-04-13,New York,7.7,89,Fog
2024-04-14,New York,9.0,92,Rain
2024-04-15,New York,11.1,90,Rain
2024-04-16,New York,19.4,96,Rain
2024-04-17,New York,8.7,85,Fog
2024-04-18,New York,-8.8,70,Snow
2024-04-19,New York,38.5,52,Fog
2024-04-20,New York,21.3,40,Rain
2024-04-21,New York,24.2,45,Clear
2024-04-22,New York,-1.2,40,Clear
2024-04-23,New York,19.0,54,Clouds
2024-04-24,New York,33.6,74,Rain
2024-04-25,New York,38.3,36,Clear
2024-04-26,New York,3.6,67,Snow
2024-04-27,New York,33.5,29,Rain
2024-04-28,New York,15.9,77,Fog
2024-04-29,New York,4.1,78,Rain
2024-04-30,New York,-1.5,100,Drizzle
2024-05-01,New York,39.6,92,Rain
2024-05-02,New York,9.7,39,Fog
2024-05-03,New York,31.6,71,Drizzle
2024-05-04,New York,29.1,23,Clouds
2024-05-05,New York,10.4,20,Thunderstorm
2024-05-06,New York,31.6,73,Drizzle
2024-05-07,New York,23.8,59,Clear
2024-05-08,New York,3.2,38,Fog
2024-05-09,New York,16.6,64,Clear
2024-05-10,New York,21.3,97,Clear
2024-05-11,New York,23.0,66,Fog
2024-05-12,New York,14.4,74,Snow
2024-05-13,New York,15.0,54,Thunderstorm
2024-05-14,New York,20.7,85,Drizzle
2024-05-15,New York,32.0,79,Rain
2024-05-16,New York,14.9,70,Fog
2024-05-17,New York,3.1,96,Snow
2024-05-18,New York,23.8,65,Clear
2024-05-19,New York,29.8,37,Snow
2024-05-20,New York,3.2,52,Clear
2024-05-21,New York,11.1,89,Clear
2024-05-22,New York,10.5,28,Rain
2024-05-23,New York,33.1,48,Rain
2024-05-24,New York,30.6,29,Drizzle
2024-05-25,New York,14.1,25,Drizzle
2024-05-26,New York,32.4,31,Snow
2024-05-27,New York,6.6,20,Clear
2024-05-28,New York,22.0,45,Thunderstorm
2024-05-29,New York,29.9,40,Drizzle
2024-05-30,New York,-10.0,69,Clear
2024-05-31,New York,20.1,81,Thunderstorm
2024-06-01,New York,9.8,45,Clouds
2024-06-02,New York,-6.2,46,Thunderstorm
2024-06-03,New York,31.1,57,Drizzle
2024-06-04,New York,6.2,59,Clouds
2024-06-05,New York,37.9,65,Rain
2024-06-06,New York,-6.0,44,Clear
2024-06-07,New York,24.0,50,Rain
2024-06-08,New York,-5.4,65,Clouds
2024-06-09,New York,12.2,77,Thunderstorm
2024-06-10,New York,34.7,71,Thunderstorm
2024-06-11,New York,5.6,67,Fog
2024-06-12,New York,13.1,68,Clouds
2024-06-13,New York,24.1,87,Thunderstorm
2024-06-14,New York,18.1,31,Clear
2024-06-15,New York,32.3,34,Rain
2024-06-16,New York,27.4,77,Fog
2024-06-17,New York,1.1,53,Fog
2024-06-18,New York,18.1,35,Fog
2024-06-19,New York,-7.8,61,Clouds
2024-06-20,New York,25.6,26,Fog
2024-06-21,New York,31.9,32,Thunderstorm
2024-06-22,New York,6.5,22,Fog
2024-06-23,New York,12.5,84,Snow
2024-06-24,New York,20.0,78,Thunderstorm
2024-06-25,New York,-1.5,65,Thunderstorm
2024-06-26,New York,39.0,54,Snow
2024-06-27,New York,1.9,30,Thunderstorm
2024-06-28,New York,30.6,29,Snow
2024-06-29,New York,-2.9,48,Drizzle
2024-06-30,New York,19.7,24,Fog
2024-07-01,New York,-4.4,36,Rain
2024-07-02,New York,6.1,31,Rain
2024-07-03,New York,27.1,48,Drizzle
2024-07-04,New York,2.4,74,Thunderstorm
2024-07-05,New York,4.1,21,Snow
2024-07-06,New York,-3.2,57,Clear
2024-07-07,New York,-5.9,90,Fog
2024-07-08,New York,26.7,84,Clouds
2024-07-09,New York,23.9,62,Drizzle
2024-07-10,New York,-7.3,44,Fog
2024-07-11,New York,39.8,37,Snow
2024-07-12,New York,16.2,98,Clear
2024-07-13,New York,-9.3,79,Rain
2024-07-14,New York,14.1,44,Fog
2024-07-15,New York,13.6,78,Thunderstorm
2024-07-16,New York,9.7,74,Clouds
2024-07-17,New York,4.2,50,Thunderstorm
2024-07-18,New York,19.7,35,Snow
2024-07-19,New York,25.1,53,Drizzle
2024-07-20,New York,26.1,35,Rain
2024-07-21,New York,-7.9,32,Thunderstorm
2024-07-22,New York,-5.1,85,Rain
2024-07-23,New York,28.2,76,Fog
2024-07-24,New York,28.1,57,Clear
2024-07-25,New York,30.3,63,Drizzle
2024-07-26,New York,1.7,90,Drizzle
2024-07-27,New York,27.6,70,Fog
2024-07-28,New York,38.7,42,Drizzle
2024-07-29,New York,-7.8,63,Clouds
2024-07-30,New York,23.5,50,Drizzle
2024-07-31,New York,25.5,87,Fog
2024-08-01,New York,29.1,80,Thunderstorm
2024-08-02,New York,0.9,54,Clouds
2024-08-03,New York,33.6,64,Clouds
2024-08-04,New York,29.8,34,Clouds
2024-08-05,New York,-1.5,56,Snow
2024-08-06,New York,-6.9,89,Clear
2024-08-07,New York,2.4,48,Thunderstorm
2024-08-08,New York,-4.2,64,Clear
2024-08-09,New York,25.7,22,Fog
2024-08-10,New York,-0.0,63,Thunderstorm
2024-08-11,New York,-2.3,32,Snow
2024-08-12,New York,22.4,95,Rain
2024-08-13,New York,13.7,33,Thunderstorm
2024-08-14,New York,36.9,47,Thunderstorm
2024-08-15,New York,28.9,49,Clear
2024-08-16,New York,3.3,86,Thunderstorm
2024-08-17,New York,15.5,37,Thunderstorm
2024-08-18,New York,37.2,44,Drizzle
2024-08-19,New York,-8.9,53,Rain
2024-08-20,New York,11.1,20,Snow
2024-08-21,New York,-7.9,74,Rain
2024-08-22,New York,24.8,34,Clouds
2024-08-23,New York,8.5,97,Snow
2024-08-24,New York,17.7,93,Clouds
2024-08-25,New York,9.2,33,Drizzle
2024-08-26,New York,13.8,79,Snow
2024-08-27,New York,27.3,31,Drizzle
2024-08-28,New York,35.7,88,Snow
2024-08-29,New York,19.5,66,Drizzle
2024-08-30,New York,22.7,36,Snow
2024-08-31,New York,22.7,80,Rain
2024-09-01,New York,18.6,40,Snow
2024-09-02,New York,-9.0,75,Rain
2024-09-03,New York,37.0,98,Snow
2024-09-04,New York,0.3,48,Fog
2024-09-05,New York,8.2,43,Clear
2024-09-06,New York,10.7,96,Fog
2024-09-07,New York,27.2,85,Rain
2024-09-08,New York,30.0,90,Clear
2024-09-09,New York,27.9,59,Clear
2024-09-10,New York,10.1,61,Rain
2024-09-11,New York,-8.8,26,Drizzle
2024-09-12,New York,32.7,52,Drizzle
2024-09-13,New York,22.9,79,Clear
2024-09-14,New York,21.7,45,Snow
2024-09-15,New York,6.1,56,Clear
2024-09-16,New York,-1.9,71,Clouds
2024-09-17,New York,12.5,83,Clear
2024-09-18,New York,4.8,35,Fog
2024-09-19,New York,31.1,51,Thunderstorm
2024-09-20,New York,33.0,67,Rain
2024-09-21,New York,16.0,30,Clouds
2024-09-22,New York,6.3,100,Clouds
2024-09-23,New York,21.6,21,Fog
2024-09-24,New York,11.3,54,Drizzle
2024-09-25,New York,20.8,78,Snow
2024-09-26,New York,3.0,93,Clear
2024-09-27,New York,9.0,56,Thunderstorm
2024-09-28,New York,7.3,69,Thunderstorm
2024-09-29,New York,35.5,27,Snow
2024-09-30,New York,-5.3,71,Drizzle
2024-10-01,New York,9.2,25,Fog
2024-10-02,New York,12.2,51,Thunderstorm
2024-10-03,New York,-6.5,94,Snow
2024-10-04,New York,15.7,35,Rain
2024-10-05,New York,6.0,24,Clear
2024-10-06,New York,32.5,58,Fog
2024-10-07,New York,-7.8,46,Clouds
2024-10-08,New York,2.6,76,Fog
2024-10-09,New York,30.1,73,Rain
2024-10-10,New York,16.8,42,Clouds
2024-10-11,New York,26.4,33,Clear
2024-10-12,New York,4.8,33,Thunderstorm
2024-10-13,New York,26.9,41,Fog
2024-10-14,New York,21.7,63,Drizzle
2024-10-15,New York,39.1,39,Clouds
2024-10-16,New York,8.3,85,Clouds
2024-10-17,New York,25.8,73,Fog
2024-10-18,New York,5.6,50,Drizzle
2024-10-19,New York,13.1,79,Clear
2024-10-20,New York,39.3,67,Rain
2024-10-21,New York,27.2,95,Rain
2024-10-22,New York,19.5,58,Snow
2024-10-23,New York,7.9,21,Rain
2024-10-24,New York,-8.5,52,Fog
2024-10-25,New York,4.0,83,Snow
2024-10-26,New York,7.4,91,Snow
2024-10-27,New York,-5.4,76,Clouds
2024-10-28,New York,24.5,97,Drizzle
2024-10-29,New York,5.2,37,Snow
2024-10-30,New York,2.1,26,Clear
2024-10-31,New York,-5.2,38,Snow
2024-11-01,New York,2.4,78,Clouds
2024-11-02,New York,1.8,57,Snow
2024-11-03,New York,30.5,44,Clear
2024-11-04,New York,33.0,92,Clouds
2024-11-05,New York,33.6,62,Clouds
2024-11-06,New York,-3.1,36,Fog
2024-11-07,New York,14.6,24,Fog
2024-11-08,New York,33.2,38,Clear
2024-11-09,New York,-5.4,40,Clear
2024-11-10,New York,37.8,51,Snow
2024-11-11,New York,31.7,95,Fog
2024-11-12,New York,11.3,48,Rain
2024-11-13,New York,-8.9,47,Thunderstorm
2024-11-14,New York,30.2,88,Clouds
2024-11-15,New York,7.2,83,Drizzle
2024-11-16,New York,24.4,62,Fog
2024-11-17,New York,36.3,65,Drizzle
2024-11-18,New York,15.1,64,Snow
2024-11-19,New York,32.7,52,Fog
2024-11-20,New York,5.5,68,Clear
2024-11-21,New York,8.1,23,Drizzle
2024-11-22,New York,12.7,68,Fog
2024-11-23,New York,7.7,84,Clouds
2024-11-24,New York,0.2,53,Fog
2024-11-25,New York,-3.5,82,Clouds
2024-11-26,New York,8.4,52,Fog
2024-11-27,New York,31.8,78,Fog
2024-11-28,New York,35.3,47,Thunderstorm
2024-11-29,New York,9.3,78,Fog
2024-11-30,New York,4.2,100,Clouds
2024-12-01,New York,-7.4,56,Clear
2024-12-02,New York,28.8,56,Clear
2024-12-03,New York,1.4,26,Snow
2024-12-04,New York,1.7,60,Drizzle
2024-12-05,New York,9.4,26,Clouds
2024-12-06,New York,18.5,100,Rain
2024-12-07,New York,19.0,41,Clear
2024-12-08,New York,38.0,36,Rain
2024-12-09,New York,39.3,58,Snow
2024-12-10,New York,39.6,29,Fog
2024-12-11,New York,19.6,71,Thunderstorm
2024-12-12,New York,-2.0,38,Clouds
2024-12-13,New York,17.4,93,Drizzle
2024-12-14,New York,-8.8,32,Clear
2024-12-15,New York,35.1,42,Clouds
2024-12-16,New York,9.9,32,Fog
2024-12-17,New York,-3.9,95,Clouds
2024-12-18,New York,-8.0,58,Thunderstorm
2024-12-19,New York,28.0,71,Rain
2024-12-20,New York,-8.1,63,Drizzle
2024-12-21,New York,14.7,66,Clear
2024-12-22,New York,7.3,67,Clouds
2024-12-23,New York,-2.5,35,Snow
2024-12-24,New York,-0.8,69,Drizzle
2024-12-25,New York,-5.6,82,Clouds
2024-12-26,New York,18.3,26,Drizzle
2024-12-27,New York,3.1,90,Snow
2024-12-28,New York,35.5,85,Clear
2024-12-29,New York,39.7,56,Clear
2024-12-30,New York,16.6,72,Rain
2024-12-31,New York,24.7,73,Thunderstorm
2025-01-01,New York,17.6,28,Clouds
2025-01-02,New York,33.9,39,Clouds
2025-01-03,New York,31.8,50,Clouds
2025-01-04,New York,1.3,92,Fog
2025-01-05,New York,5.5,55,Thunderstorm
2025-01-06,New York,37.3,42,Snow
2025-01-07,New York,33.5,76,Fog
2025-01-08,New York,35.5,22,Drizzle
2025-01-09,New York,11.6,31,Drizzle
2025-01-10,New York,38.8,100,Rain
2025-01-11,New York,30.7,81,Drizzle
2025-01-12,New York,-8.6,82,Clouds
2025-01-13,New York,11.3,99,Clear
2025-01-14,New York,32.2,94,Thunderstorm
2025-01-15,New York,5.8,23,Clouds
2025-01-16,New York,27.2,22,Snow
2025-01-17,New York,35.5,42,Fog
2025-01-18,New York,3.8,64,Clear
2025-01-19,New York,0.1,78,Clouds
2025-01-20,New York,-3.8,53,Drizzle
2025-01-21,New York,23.4,58,Rain
2025-01-22,New York,14.0,38,Clear
2025-01-23,New York,37.3,94,Clouds
2025-01-24,New York,29.7,26,Rain
2025-01-25,New York,-8.2,26,Rain
2025-01-26,New York,-8.3,42,Rain
2025-01-27,New York,38.4,80,Thunderstorm
2025-01-28,New York,9.9,23,Clouds
2025-01-29,New York,16.9,98,Rain
2025-01-30,New York,3.7,70,Thunderstorm
2025-01-31,New York,2.2,27,Thunderstorm
2025-02-01,New York,20.5,31,Thunderstorm
2025-02-02,New York,25.8,25,Snow
2025-02-03,New York,32.9,27,Snow
2025-02-04,New York,4.2,28,Clear
2025-02-05,New York,-7.4,86,Clear
2025-02-06,New York,27.0,86,Snow
2025-02-07,New York,35.5,24,Snow
2025-02-08,New York,27.8,27,Rain
2025-02-09,New York,6.4,25,Thunderstorm
2025-02-10,New York,24.9,78,Snow
2025-02-11,New York,33.2,51,Fog
2025-02-12,New York,10.7,85,Thunderstorm
2025-02-13,New York,-2.6,58,Thunderstorm
2025-02-14,New York,11.2,43,Fog
2025-02-15,New York,3.9,88,Drizzle
2025-02-16,New York,-0.4,29,Rain
2025-02-17,New York,29.1,84,Drizzle
2025-02-18,New York,35.7,31,Clouds
2025-02-19,New York,29.7,36,Clouds
2025-02-20,New York,2.4,99,Rain
2025-02-21,New York,28.7,95,Thunderstorm
2025-02-22,New York,0.8,67,Thunderstorm
2025-02-23,New York,25.4,65,Clear
2025-02-24,New York,3.2,88,Rain
2025-02-25,New York,-1.9,89,Snow
2025-02-26,New York,25.4,38,Thunderstorm
2025-02-27,New York,25.3,34,Clear
2025-02-28,New York,34.1,28,Thunderstorm
2025-03-01,New York,-3.4,87,Clear
2025-03-02,New York,17.8,97,Drizzle
2025-03-03,New York,-7.3,56,Rain
2025-03-04,New York,3.3,28,Thunderstorm
2025-03-05,New York,7.0,81,Snow
2025-03-06,New York,12.0,98,Fog
2025-03-07,New York,30.3,32,Rain
2025-03-08,New York,12.5,22,Thunderstorm
2025-03-09,New York,36.9,85,Fog
2025-03-10,New York,26.1,34,Fog
2025-03-11,New York,-1.3,63,Snow
2025-03-12,New York,31.2,21,Rain
2025-03-13,New York,31.8,39,Fog
2025-03-14,New York,24.3,64,Snow
2025-03-15,New York,0.9,85,Clear
2025-03-16,New York,29.4,88,Fog
2025-03-17,New York,39.8,74,Rain
2025-03-18,New York,-3.0,66,Clouds
2025-03-19,New York,18.5,92,Drizzle
2025-03-20,New York,2.6,47,Snow
2025-03-21,New York,0.6,40,Clear
2025-03-22,New York,29.4,52,Snow
2025-03-23,New York,7.1,94,Thunderstorm
2025-03-24,New York,7.0,83,Drizzle
2025-03-25,New York,11.3,26,Rain
2025-03-26,New York,0.6,58,Clouds
2025-03-27,New York,39.4,71,Drizzle
2025-03-28,New York,29.9,53,Rain
2025-03-29,New York,8.7,88,Rain
2025-03-30,New York,11.1,39,Clear
2025-03-31,New York,19.2,21,Fog
2025-04-01,New York,-7.4,60,Clear
2025-04-02,New York,9.4,29,Rain
2025-04-03,New York,-3.8,87,Rain
2025-04-04,New York,19.5,36,Thunderstorm
2025-04-05,New York,33.3,96,Rain
2025-04-06,New York,9.5,93,Drizzle
2025-04-07,New York,25.9,99,Clear
2025-04-08,New York,2.9,38,Thunderstorm
2025-04-09,New York,14.1,47,Thunderstorm
2025-04-10,New York,24.8,36,Fog
2025-04-11,New York,5.3,96,Fog
2025-04-12,New York,-2.0,28,Rain
2025-04-13,New York,12.2,49,Clear
2025-04-14,New York,29.4,28,Clouds
2025-04-15,New York,25.8,63,Snow
2025-04-16,New York,28.9,95,Clouds
2025-04-17,New York,3.2,67,Rain
2025-04-18,New York,8.5,92,Fog
2025-04-19,New York,21.8,92,Clear
2025-04-20,New York,39.4,78,Clouds
2025-04-21,New York,6.3,38,Rain
2025-04-22,New York,18.6,73,Fog
2025-04-23,New York,34.0,66,Rain
2025-04-24,New York,21.2,35,Rain
2025-04-25,New York,26.7,24,Snow
2025-04-26,New York,12.4,97,Clouds
2025-04-27,New York,6.8,81,Drizzle
2025-04-28,New York,32.8,45,Clouds
2025-04-29,New York,17.9,77,Snow
2025-04-30,New York,33.6,43,Rain
2025-05-01,New York,27.2,63,Drizzle
2025-05-02,New York,4.8,88,Fog
2025-05-03,New York,20.1,78,Fog
2025-05-04,New York,-6.0,33,Snow
2025-05-05,New York,19.8,59,Rain
2025-05-06,New York,32.3,57,Clouds
2025-05-07,New York,-4.5,35,Fog
2025-05-08,New York,-1.5,84,Rain
2025-05-09,New York,16.0,66,Clouds
2025-05-10,New York,8.9,66,Fog
2025-05-11,New York,20.0,64,Snow
2025-05-12,New York,14.1,47,Fog
2025-05-13,New York,11.9,44,Rain
2025-05-14,New York,11.5,79,Fog
2025-05-15,New York,35.6,96,Rain
2025-05-16,New York,11.9,87,Rain
2025-05-17,New York,8.6,93,Snow
2025-05-18,New York,25.4,94,Clouds
2025-05-19,New York,2.0,84,Clouds
2025-05-20,New York,22.8,24,Fog
2025-05-21,New York,-3.3,51,Rain
2025-05-22,New York,12.8,66,Rain
2025-05-23,New York,-0.0,58,Clouds
2025-05-24,New York,11.4,26,Clouds
2025-05-25,New York,26.8,99,Thunderstorm
2025-05-26,New York,25.2,89,Thunderstorm
2025-05-27,New York,34.7,82,Rain
2025-05-28,New York,21.8,82,Clear
2025-05-29,New York,9.0,23,Clouds
2025-05-30,New York,8.8,60,Fog
2025-05-31,New York,16.2,75,Rain
2025-06-01,New York,35.8,34,Fog
2025-06-02,New York,-5.1,82,Thunderstorm
2025-06-03,New York,27.1,46,Thunderstorm
2025-06-04,New York,34.3,51,Clouds
2025-06-05,New York,13.7,38,Snow
2025-06-06,New York,-8.5,80,Thunderstorm
2025-06-07,New York,7.0,89,Clear
2025-06-08,New York,12.6,93,Drizzle
2025-06-09,New York,-2.3,72,Clouds
2025-06-10,New York,19.5,78,Thunderstorm
2025-06-11,New York,20.1,44,Clear
2025-06-12,New York,24.7,68,Clouds
2025-06-13,New York,-4.9,98,Snow
2025-06-14,New York,17.9,66,Fog
2025-06-15,New York,-2.0,22,Rain
2025-06-16,New York,23.5,50,Thunderstorm
2025-06-17,New York,17.6,95,Fog
2025-06-18,New York,2.8,79,Fog
2025-06-19,New York,-8.8,64,Thunderstorm
2025-06-20,New York,-6.9,62,Thunderstorm
2025-06-21,New York,39.0,28,Drizzle
2025-06-22,New York,2.2,23,Drizzle
2025-06-23,New York,24.4,68,Rain
2025-06-24,New York,10.2,65,Fog
2025-06-25,New York,29.8,54,Clouds
2025-06-26,New York,-2.8,23,Clear
2025-06-27,New York,7.9,71,Clear
2025-06-28,New York,30.6,73,Thunderstorm
2025-06-29,New York,11.0,72,Drizzle
2025-06-30,New York,15.8,79,Drizzle
2025-07-01,New York,32.3,22,Clouds
2025-07-02,New York,-6.4,25,Snow
2025-07-03,New York,35.3,32,Clouds
2025-07-04,New York,15.7,96,Drizzle
2025-07-05,New York,-4.6,67,Snow
2025-07-06,New York,35.6,65,Rain
2025-07-07,New York,17.2,46,Thunderstorm
2025-07-08,New York,38.8,50,Fog
2025-07-09,New York,4.5,94,Thunderstorm
2025-07-10,New York,15.0,97,Snow
2025-07-11,New York,29.4,82,Clear
2025-07-12,New York,-5.0,83,Rain
2025-07-13,New York,14.3,79,Fog
2025-07-14,New York,35.8,57,Snow
2025-07-15,New York,-7.9,81,Drizzle
2025-07-16,New York,28.3,58,Rain
2025-07-17,New York,-0.2,88,Snow
2025-07-18,New York,28.9,80,Thunderstorm
2025-07-19,New York,5.7,28,Snow
2025-07-20,New York,1.2,55,Clear
2025-07-21,New York,-7.0,35,Thunderstorm
2025-07-22,New York,-4.3,30,Drizzle
2025-07-23,New York,0.3,31,Drizzle
2025-07-24,New York,20.1,48,Thunderstorm
2025-07-25,New York,4.1,96,Clear
2025-07-26,New York,-0.4,45,Clouds
2025-07-27,New York,36.5,99,Snow
2025-07-28,New York,20.6,71,Snow
2025-07-29,New York,21.5,90,Snow
2025-07-30,New York,3.4,65,Drizzle
2025-07-31,New York,14.5,70,Drizzle
2025-08-01,New York,27.2,100,Fog
2025-08-02,New York,-0.7,68,Thunderstorm
2025-08-03,New York,-1.3,69,Clouds
2025-08-04,New York,36.5,95,Rain
2025-08-05,New York,25.8,79,Clouds
2025-08-06,New York,25.5,94,Clear
2025-08-07,New York,29.4,42,Snow
2025-08-08,New York,0.7,51,Snow
2025-08-09,New York,39.3,73,Rain
2025-08-10,New York,37.2,61,Thunderstorm
2025-08-11,New York,7.6,89,Clouds
2025-08-12,New York,30.2,37,Snow
2025-08-13,New York,5.5,40,Clear
2025-08-14,New York,13.7,83,Fog
2025-08-15,New York,31.9,36,Clear
2025-08-16,New York,28.1,22,Snow
2025-08-17,New York,17.9,60,Snow
2025-08-18,New York,2.7,42,Clear
2025-08-19,New York,6.5,97,Drizzle
2025-08-20,New York,-7.7,69,Clear
2025-08-21,New York,34.0,21,Snow
2025-08-22,New York,29.8,25,Rain
2025-08-23,New York,5.3,86,Clouds
2025-08-24,New York,-2.2,24,Rain
2025-08-25,New York,13.9,87,Fog
2025-08-26,New York,24.8,40,Drizzle
2025-08-27,New York,11.5,96,Clouds
2025-08-28,New York,16.4,46,Clouds
2025-08-29,New York,39.7,83,Fog
2025-08-30,New York,30.9,25,Clouds
2025-08-31,New York,28.7,64,Fog
2025-09-01,New York,-1.6,73,Fog
2025-09-02,New York,-9.4,41,Snow
2025-09-03,New York,25.1,98,Snow
2025-09-04,New York,34.7,22,Clear
2025-09-05,New York,29.3,95,Clouds
2025-09-06,New York,4.8,51,Clear
2025-09-07,New York,25.3,94,Snow
2025-09-08,New York,16.6,81,Fog
2025-09-09,New York,33.4,83,Drizzle
2025-09-10,New York,33.9,47,Snow
2025-09-11,New York,18.1,92,Clear
2025-09-12,New York,37.9,74,Thunderstorm
2025-09-13,New York,25.3,34,Fog
2025-09-14,New York,27.2,30,Thunderstorm
2025-09-15,New York,4.9,53,Fog
2025-09-16,New York,34.7,71,Snow
2025-09-17,New York,36.9,58,Clear
2025-09-18,New York,-7.6,51,Fog
2025-09-19,New York,3.0,24,Snow
2025-09-20,New York,11.5,92,Snow
2025-09-21,New York,6.4,50,Clouds
2025-09-22,New York,6.2,75,Clear
2025-09-23,New York,25.1,76,Thunderstorm
2025-09-24,New York,38.0,92,Rain
2025-09-25,New York,-0.0,71,Thunderstorm
2025-09-26,New York,11.9,38,Fog
2025-09-27,New York,5.7,70,Clear
2025-09-28,New York,-9.8,62,Fog
2025-09-29,New York,12.3,21,Thunderstorm
2025-09-30,New York,28.3,90,Thunderstorm
2025-10-01,New York,20.2,90,Snow
2025-10-02,New York,29.7,72,Snow
2025-10-03,New York,39.5,27,Rain
2025-10-04,New York,-5.0,80,Clear
2025-10-05,New York,30.3,54,Fog
2025-10-06,New York,-1.1,77,Snow
2025-10-07,New York,23.9,100,Clear
2025-10-08,New York,14.1,25,Thunderstorm
2025-10-09,New York,30.4,62,Snow
2025-10-10,New York,38.0,95,Clouds
2025-10-11,New York,12.9,86,Drizzle
2025-10-12,New York,-5.6,57,Snow
