city,date,temperature,humidity,conditions,wind_speed,pressure,feels_like,temp_min,temp_max,wind_direction,wind_gust,visibility,cloud_cover,rain,snow,rain_1h,rain_3h,snow_1h,snow_3h,weather_main,weather_id,weather_icon,uv_index,air_quality_index,air_quality_description,latitude,longitude,heat_index,wind_chill,dew_point,precipitation_probability,weather_comfort_score
Miami,2020-04-06,37.5,71,Sunny,3.9,1023.4,36.5,32.5,40.5,299,7.9,10964,41,0.0,0.0,0.0,,0.0,,Sunny,800,01d,9,1,Fair,25.75735926285083,-80.18203613423202,39.4,,30.0,48.8,33.1
New York,2020-04-06,8.8,70,Sunny,3.4,1013.9,8.8,6.8,13.8,38,8.4,14243,78,0.0,0.0,0.0,,0.0,,Sunny,800,01d,4,4,Good,40.71910266161744,-74.01505681644397,,1.7,0.9,26.7,80.7
Phoenix,2020-04-06,42.7,33,Sunny,4.9,1010.2,39.7,36.7,48.7,342,7.9,14341,28,0.0,0.0,0.0,,0.0,,Sunny,800,01d,4,2,Good,33.445395427721536,-112.07398969356494,47.5,,33.2,68.5,61.6
Seattle,2020-04-06,12.5,64,Rainy,3.1,1010.9,14.5,7.5,16.5,193,4.1,12900,8,4.54,0.0,4.54,13.61,0.0,,Rainy,500,10d,8,3,Moderate,47.60962717118219,-122.3313644822512,,,6.9,49.2,76.8
Los Angeles,2020-04-07,21.5,62,Sunny,2.2,1026.2,22.5,17.5,25.5,171,2.2,8178,55,0.0,0.0,0.0,,0.0,,Sunny,800,01d,2,5,Good,34.04691225626941,-118.23789105737727,25.6,,13.1,52.1,44.6
Miami,2020-04-07,36.5,83,Sunny,3.1,1027.5,33.5,30.5,42.5,2,6.1,9593,1,0.0,0.0,0.0,,0.0,,Sunny,800,01d,5,1,Good,25.762077385638328,-80.18241493057846,36.9,,23.8,50.7,92.9
New York,2020-04-07,20.9,60,Cloudy,3.7,1025.2,22.9,15.9,23.9,293,4.7,10194,37,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,11,3,Poor,40.70600217721911,-74.00640835853049,23.2,,15.5,74.3,93.4
Phoenix,2020-04-07,43.7,36,Sunny,6.5,1006.9,45.7,41.7,45.7,2,11.5,11142,11,0.0,0.0,0.0,,0.0,,Sunny,800,01d,9,5,Fair,33.446002070704196,-112.0684077341765,48.3,,29.3,35.3,70.3
Seattle,2020-04-07,10.5,70,Sunny,2.4,1018.1,10.5,4.5,12.5,313,5.4,6981,77,0.0,0.0,0.0,,0.0,,Sunny,800,01d,11,2,Moderate,47.61319886772681,-122.32812271141412,,,-1.8,70.3,32.6
Los Angeles,2020-04-08,22.5,68,Rainy,4.0,1031.2,23.5,16.5,24.5,113,8.0,14241,94,6.89,0.0,6.89,20.67,0.0,,Rainy,500,10d,3,5,Poor,34.05113955658353,-118.24392387440416,24.4,,14.3,79.2,55.8
Miami,2020-04-08,38.5,81,Sunny,1.7,1027.6,37.5,35.5,44.5,74,2.7,14486,29,0.0,0.0,0.0,,0.0,,Sunny,800,01d,1,5,Poor,25.76856555235048,-80.1908588444647,42.3,,29.1,47.5,77.9
New York,2020-04-08,13.9,59,Sunny,3.9,1022.4,14.9,7.9,18.9,5,5.9,11115,2,0.0,0.0,0.0,,0.0,,Sunny,800,01d,3,2,Fair,40.71116387858208,-74.0132492029837,,,7.2,30.5,40.1
Phoenix,2020-04-08,35.7,48,Sunny,3.5,1016.7,34.7,30.7,40.7,251,4.5,19341,70,0.0,0.0,0.0,,0.0,,Sunny,800,01d,11,1,Good,33.447159378991834,-112.07508797944456,36.6,,28.4,77.9,91.1
Seattle,2020-04-08,20,72,Sunny,3.1,1013.7,23,14,24,30,6.1,19243,78,0.0,0.0,0.0,,0.0,,Sunny,800,01d,6,5,Good,47.59915902725581,-122.32607595043339,,,8.5,15.2,77.9
Los Angeles,2020-04-09,35,89,Cloudy,3.6,1016.7,35,31,38,9,7.6,17855,16,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,2,1,Moderate,34.045765270059036,-118.24526762825795,37.4,,26.1,18.6,37.3
Miami,2020-04-09,31.5,84,Cloudy,2.0,1019.7,34.5,25.5,36.5,323,2.0,8719,94,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,3,3,Good,25.756008042041763,-80.19019481036176,34.0,,24.9,74.5,71.0
New York,2020-04-09,15.9,65,Rainy,5.6,1024.7,14.9,11.9,17.9,166,9.6,19477,99,3.29,0.0,3.29,9.88,0.0,,Rainy,500,10d,6,5,Good,40.71197037449261,-74.00273417190859,,,6.8,37.8,32.1
Phoenix,2020-04-09,41.7,37,Sunny,4.3,1001.1,43.7,36.7,47.7,58,9.3,13212,95,0.0,0.0,0.0,,0.0,,Sunny,800,01d,4,1,Fair,33.44460132272362,-112.07738283602174,45.3,,28.3,34.1,56.8
Seattle,2020-04-09,8.6,65,Cloudy,5.8,1019.5,9.6,2.6,10.6,41,7.8,5351,68,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,9,5,Fair,47.59662658599659,-122.3267281632573,,3.2,3.3,30.5,77.0
Los Angeles,2020-04-10,27.6,76,Rainy,3.0,1033.1,30.6,21.6,33.6,343,3.0,17866,37,0.76,0.0,0.76,2.27,0.0,,Rainy,500,10d,8,3,Moderate,34.06127522319438,-118.25199251748347,31.1,,17.0,18.2,56.9
Miami,2020-04-10,38.6,84,Sunny,1.4,1031.5,37.6,35.6,41.6,339,1.4,12019,48,0.0,0.0,0.0,,0.0,,Sunny,800,01d,11,1,Good,25.767896153959672,-80.18434680756627,40.8,,33.1,25.6,74.1
New York,2020-04-10,15.0,60,Sunny,5.2,1008.4,16.0,13.0,18.0,339,7.2,15942,2,0.0,0.0,0.0,,0.0,,Sunny,800,01d,6,5,Moderate,40.712256086134346,-73.99863692899831,,,5.1,44.5,61.8
Phoenix,2020-04-10,43.7,36,Sunny,4.6,1005.2,42.7,41.7,45.7,127,4.6,15445,82,0.0,0.0,0.0,,0.0,,Sunny,800,01d,10,4,Good,33.45700674505583,-112.08182165418096,43.8,,33.1,15.5,85.8
Seattle,2020-04-10,6.6,63,Rainy,3.4,1016.9,4.6,0.6,9.6,149,4.4,18466,3,0.42,0.0,0.42,1.27,0.0,,Rainy,500,10d,1,1,Poor,47.60633270422398,-122.32731833450498,,0.9,-2.8,39.6,35.5
Los Angeles,2020-04-11,32.6,85,Sunny,2.9,1018.7,31.6,26.6,34.6,300,4.9,18702,25,0.0,0.0,0.0,,0.0,,Sunny,800,01d,8,2,Poor,34.061832153988505,-118.23449139440949,33.0,,27.5,37.6,67.5
Miami,2020-04-11,36.6,86,Rainy,4.8,1029.6,36.6,34.6,38.6,86,7.8,18518,83,4.02,0.0,4.02,12.05,0.0,,Rainy,500,10d,5,5,Moderate,25.76307781938033,-80.18601958333232,40.9,,24.2,35.6,45.8
New York,2020-04-11,16.0,72,Sunny,4.0,1025.3,15.0,11.0,19.0,231,5.0,16475,0,0.0,0.0,0.0,,0.0,,Sunny,800,01d,3,4,Moderate,40.713455434442224,-74.01276869857686,,,1.1,77.4,69.8
Phoenix,2020-04-11,45,32,Sunny,5.5,1003.4,45,43,48,164,9.5,10792,97,0.0,0.0,0.0,,0.0,,Sunny,800,01d,3,1,Moderate,33.44470953597195,-112.08330022147184,47.9,,30.3,70.8,56.2
Seattle,2020-04-11,15.6,53,Sunny,3.5,1012.3,12.6,11.6,19.6,304,3.5,5665,29,0.0,0.0,0.0,,0.0,,Sunny,800,01d,10,4,Moderate,47.598975534386554,-122.32829819116154,,,7.5,70.1,84.0
Los Angeles,2020-04-12,34.6,78,Sunny,4.0,1025.9,35.6,29.6,38.6,291,4.0,8321,9,0.0,0.0,0.0,,0.0,,Sunny,800,01d,7,1,Good,34.05096357544827,-118.25121407208952,34.8,,28.3,12.9,42.9
Miami,2020-04-12,39.6,81,Stormy,4.6,1032.5,40.6,36.6,42.6,197,6.6,16010,91,2.11,0.0,2.11,6.34,0.0,,Stormy,200,11d,8,5,Fair,25.75744193736452,-80.18721740197635,41.4,,25.2,37.4,39.9
New York,2020-04-12,23.0,60,Sunny,2.7,1015.6,26.0,19.0,27.0,251,7.7,8767,14,0.0,0.0,0.0,,0.0,,Sunny,800,01d,8,4,Good,40.719577731033894,-73.99970534318362,27.2,,16.0,18.3,93.5
Phoenix,2020-04-12,38.8,47,Sunny,5.4,1008.4,40.8,33.8,40.8,55,8.4,19361,58,0.0,0.0,0.0,,0.0,,Sunny,800,01d,5,3,Moderate,33.44726236083483,-112.07408322448688,40.9,,31.7,38.3,70.9
Seattle,2020-04-12,6.6,67,Sunny,3.0,1010.2,5.6,0.6,9.6,42,5.0,19239,83,0.0,0.0,0.0,,0.0,,Sunny,800,01d,5,5,Fair,47.6048309135558,-122.33254635976935,,0.5,0.4,48.3,79.4
Los Angeles,2020-04-13,35,75,Rainy,2.5,1018.9,32,29,38,80,3.5,11354,11,6.55,0.0,6.55,19.64,0.0,,Rainy,500,10d,9,3,Poor,34.04787535759714,-118.24785758876915,38.8,,24.8,44.3,79.6
Miami,2020-04-13,33.6,83,Stormy,4.9,1029.7,31.6,27.6,36.6,253,7.9,10961,83,0.61,0.0,0.61,1.83,0.0,,Stormy,200,11d,1,4,Moderate,25.76544091987447,-80.19639356227204,37.3,,22.9,36.1,69.4
New York,2020-04-13,15.1,57,Sunny,4.1,1006.3,18.1,13.1,20.1,100,5.1,13706,15,0.0,0.0,0.0,,0.0,,Sunny,800,01d,2,3,Moderate,40.71867650991167,-73.99918781028954,,,7.8,37.6,50.9
Phoenix,2020-04-13,45,31,Sunny,4.0,1009.7,46,43,47,26,6.0,11686,23,0.0,0.0,0.0,,0.0,,Sunny,800,01d,6,3,Poor,33.453886969283296,-112.0649908956935,46.2,,38.2,73.9,84.6
Seattle,2020-04-13,14.6,67,Sunny,6.3,1019.6,17.6,12.6,19.6,260,9.3,12606,55,0.0,0.0,0.0,,0.0,,Sunny,800,01d,3,4,Fair,47.596937980099504,-122.33074438160138,,,-0.0,10.2,84.2
Los Angeles,2020-04-14,34.6,82,Cloudy,4.1,1019.3,31.6,28.6,40.6,124,7.1,6182,18,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,2,4,Fair,34.060017792024865,-118.23384505819817,34.8,,28.6,17.9,83.8
Miami,2020-04-14,33.6,80,Sunny,4.7,1019.8,33.6,30.6,39.6,220,7.7,18718,67,0.0,0.0,0.0,,0.0,,Sunny,800,01d,1,4,Moderate,25.763217845702997,-80.18592370556445,33.8,,28.3,11.7,67.0
New York,2020-04-14,16.1,60,Rainy,3.1,1016.3,14.1,11.1,18.1,154,8.1,12904,35,2.68,0.0,2.68,8.05,0.0,,Rainy,500,10d,2,5,Good,40.718217067431524,-74.00235882903016,,,3.2,75.7,41.4
Phoenix,2020-04-14,33.8,35,Cloudy,5.1,1013.5,31.8,29.8,35.8,197,10.1,10300,64,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,9,2,Poor,33.43888323882589,-112.06530841983641,35.8,,26.6,39.2,51.3
Seattle,2020-04-14,9.7,66,Cloudy,4.0,1023.5,10.7,3.7,11.7,216,9.0,7150,79,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,1,3,Fair,47.60742424413719,-122.33137857611031,,6.7,-4.4,79.9,44.2
Los Angeles,2020-04-15,29.6,73,Rainy,2.3,1023.3,30.6,24.6,35.6,181,4.3,13515,27,3.77,0.0,3.77,11.3,0.0,,Rainy,500,10d,1,4,Poor,34.04993842278294,-118.24317909169127,34.5,,22.7,79.3,42.8
Miami,2020-04-15,26.6,75,Sunny,3.7,1016.4,27.6,22.6,29.6,334,8.7,15740,53,0.0,0.0,0.0,,0.0,,Sunny,800,01d,9,5,Poor,25.760520023755294,-80.19654679010682,27.6,,21.4,57.1,86.6
New York,2020-04-15,20.1,59,Cloudy,5.1,1007.0,21.1,17.1,22.1,209,7.1,16527,72,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,10,5,Poor,40.71807689822953,-74.0137918069044,22.2,,13.2,72.8,76.5
Phoenix,2020-04-15,45,38,Sunny,3.8,1013.7,45,41,48,292,8.8,19755,1,0.0,0.0,0.0,,0.0,,Sunny,800,01d,9,3,Good,33.45740044924906,-112.08349229104552,45.3,,37.1,48.3,79.8
Seattle,2020-04-15,6.7,65,Rainy,2.8,1011.3,6.7,4.7,11.7,140,5.8,10668,90,7.04,0.0,7.04,21.11,0.0,,Rainy,500,10d,7,1,Moderate,47.60370143467625,-122.3271697758281,,,-0.3,22.9,59.3
Los Angeles,2020-04-16,35,80,Cloudy,2.7,1032.6,35,30,39,138,6.7,15281,32,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,11,5,Good,34.05779110241671,-118.24340683882107,38.3,,28.9,29.6,80.9
Miami,2020-04-16,27.6,69,Rainy,4.2,1024.3,26.6,24.6,33.6,193,4.2,6939,99,3.69,0.0,3.69,11.08,0.0,,Rainy,500,10d,3,1,Poor,25.764158166825656,-80.18279682953977,29.9,,17.2,33.2,34.4
New York,2020-04-16,20.2,71,Cloudy,2.5,1017.7,21.2,18.2,22.2,127,4.5,12100,72,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,8,2,Poor,40.70667968469628,-74.00681410631711,22.4,,11.8,47.7,59.9
Phoenix,2020-04-16,45,41,Sunny,6.9,1002.1,47,39,48,79,11.9,16471,44,0.0,0.0,0.0,,0.0,,Sunny,800,01d,2,5,Moderate,33.4529188376637,-112.0827374567892,49.7,,38.2,62.9,57.0
Seattle,2020-04-16,12.7,55,Cloudy,2.4,1024.4,13.7,7.7,14.7,112,6.4,19455,58,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,1,4,Fair,47.61416464052004,-122.33782000136563,,,2.1,64.7,72.1
Los Angeles,2020-04-17,22.6,67,Rainy,4.8,1025.4,24.6,20.6,24.6,22,9.8,9326,46,2.93,0.0,2.93,8.79,0.0,,Rainy,500,10d,9,2,Fair,34.05335231811955,-118.25223050366655,25.7,,13.6,27.7,85.9
Miami,2020-04-17,26.6,80,Sunny,1.8,1019.1,28.6,23.6,32.6,222,2.8,16683,98,0.0,0.0,0.0,,0.0,,Sunny,800,01d,8,1,Fair,25.770454912076772,-80.19962955963992,28.9,,18.5,63.2,94.5
New York,2020-04-17,13.2,62,Sunny,5.5,1015.6,11.2,9.2,15.2,355,9.5,15531,26,0.0,0.0,0.0,,0.0,,Sunny,800,01d,6,4,Fair,40.71792368027497,-74.01071607778687,,,2.0,57.1,78.5
Phoenix,2020-04-17,42.8,36,Sunny,6.0,1009.6,40.8,37.8,48.8,23,11.0,8325,15,0.0,0.0,0.0,,0.0,,Sunny,800,01d,9,2,Poor,33.45070742332843,-112.07955634712127,46.9,,35.5,50.2,90.5
Seattle,2020-04-17,10.7,54,Rainy,4.9,1023.5,11.7,8.7,14.7,262,4.9,7531,29,4.84,0.0,4.84,14.51,0.0,,Rainy,500,10d,1,5,Fair,47.60082716266724,-122.33003114729061,,,1.8,32.5,74.3
Los Angeles,2020-04-18,31.6,90,Sunny,4.2,1033.3,34.6,26.6,37.6,169,6.2,19057,67,0.0,0.0,0.0,,0.0,,Sunny,800,01d,3,4,Poor,34.04803075231052,-118.24371317209918,32.3,,20.4,23.8,63.2
Miami,2020-04-18,29.6,76,Sunny,1.0,1035,30.6,23.6,33.6,192,5.0,11574,68,0.0,0.0,0.0,,0.0,,Sunny,800,01d,4,3,Good,25.77015712064684,-80.1999067526445,34.1,,24.5,54.2,69.8
New York,2020-04-18,10.2,62,Sunny,6.3,1019.4,7.2,6.2,14.2,131,10.3,8166,88,0.0,0.0,0.0,,0.0,,Sunny,800,01d,6,1,Good,40.71477616620357,-74.00547886783094,,,-1.6,60.8,34.8
Phoenix,2020-04-18,38.8,45,Sunny,3.3,1010.4,38.8,33.8,40.8,215,5.3,10364,35,0.0,0.0,0.0,,0.0,,Sunny,800,01d,7,3,Moderate,33.45384036194261,-112.08124707438286,43.1,,29.4,34.5,31.4
Seattle,2020-04-18,10.7,69,Sunny,5.6,1022.1,12.7,7.7,15.7,189,5.6,14966,3,0.0,0.0,0.0,,0.0,,Sunny,800,01d,3,5,Good,47.601947953466954,-122.32539333922628,,,-1.9,54.4,71.8
Los Angeles,2020-04-19,28.6,72,Rainy,1.4,1026.1,25.6,26.6,31.6,187,4.4,17293,48,2.83,0.0,2.83,8.49,0.0,,Rainy,500,10d,10,5,Poor,34.04806349120994,-118.24784329997756,31.4,,23.6,68.5,87.9
Miami,2020-04-19,38.6,74,Cloudy,2.4,1020.5,35.6,32.6,43.6,262,4.4,8361,90,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,1,2,Fair,25.76393226641123,-80.2010896062505,40.7,,31.5,15.7,67.6
New York,2020-04-19,8.3,57,Sunny,3.0,1013.1,7.3,5.3,10.3,107,3.0,17217,71,0.0,0.0,0.0,,0.0,,Sunny,800,01d,10,5,Moderate,40.72017867996379,-74.00745795083166,,,0.1,63.7,70.3
Phoenix,2020-04-19,43.9,40,Sunny,5.9,1015.4,41.9,37.9,46.9,161,9.9,6155,19,0.0,0.0,0.0,,0.0,,Sunny,800,01d,7,4,Poor,33.45457535943556,-112.07878869967388,45.0,,36.1,76.9,94.8
Seattle,2020-04-19,19.8,71,Sunny,4.8,1016.7,17.8,16.8,25.8,337,9.8,13791,85,0.0,0.0,0.0,,0.0,,Sunny,800,01d,4,1,Good,47.61484998492216,-122.32486615468939,,,8.1,65.2,79.0
Los Angeles,2020-04-20,21.6,72,Cloudy,1.5,1024.8,23.6,16.6,26.6,287,1.5,19162,64,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,2,2,Fair,34.04642452539731,-118.23962031499521,23.1,,15.1,27.4,48.2
Miami,2020-04-20,28.6,78,Rainy,3.2,1017.9,30.6,24.6,34.6,41,5.2,12512,65,0.76,0.0,0.76,2.28,0.0,,Rainy,500,10d,5,1,Fair,25.76451620778409,-80.19233563791391,30.8,,18.1,61.0,59.5
New York,2020-04-20,10.3,59,Cloudy,5.8,1008.5,10.3,5.3,15.3,129,6.8,6420,23,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,5,2,Poor,40.703036750453904,-74.00285931813016,,,1.3,57.2,93.2
Phoenix,2020-04-20,39.9,34,Sunny,7.0,1012.6,38.9,35.9,42.9,155,8.0,9309,37,0.0,0.0,0.0,,0.0,,Sunny,800,01d,10,3,Fair,33.44113097380303,-112.08227239607463,42.2,,27.3,75.9,34.2
Seattle,2020-04-20,11.8,59,Rainy,3.4,1019.2,14.8,9.8,16.8,81,4.4,16551,95,2.38,0.0,2.38,7.15,0.0,,Rainy,500,10d,2,5,Poor,47.61541274807226,-122.32303576430353,,,-2.0,55.7,93.0
Los Angeles,2020-04-21,22.6,71,Rainy,3.3,1026.9,25.6,18.6,26.6,285,8.3,15296,91,4.83,0.0,4.83,14.48,0.0,,Rainy,500,10d,6,5,Poor,34.05152052802877,-118.25345458797483,27.0,,15.0,40.5,64.9
Miami,2020-04-21,31.6,87,Cloudy,4.3,1019.7,29.6,27.6,35.6,103,4.3,14123,73,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,11,3,Poor,25.752848318757444,-80.19260288857083,32.3,,18.3,29.7,65.5
New York,2020-04-21,10.3,66,Rainy,5.0,1017.0,12.3,4.3,13.3,179,9.0,9094,93,3.64,0.0,3.64,10.92,0.0,,Rainy,500,10d,3,5,Good,40.71087733811937,-74.0065921709595,,,1.9,19.4,78.2
Phoenix,2020-04-21,45,47,Sunny,4.8,1015.6,47,42,49,46,7.8,10811,42,0.0,0.0,0.0,,0.0,,Sunny,800,01d,6,3,Poor,33.457374326015234,-112.07127777387463,48.1,,31.8,64.6,75.0
Seattle,2020-04-21,16.8,64,Cloudy,4.1,1025.1,15.8,11.8,18.8,42,8.1,11496,88,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,5,5,Moderate,47.59802710603269,-122.32692476880646,,,2.7,19.4,65.1
Los Angeles,2020-04-22,21.6,72,Sunny,2.4,1031.5,22.6,16.6,23.6,35,2.4,18282,32,0.0,0.0,0.0,,0.0,,Sunny,800,01d,9,4,Poor,34.059386727747174,-118.23908311578496,23.7,,8.0,25.6,38.8
Miami,2020-04-22,28.6,61,Rainy,1.0,1023.3,31.6,26.6,31.6,289,4.0,8754,71,6.73,0.0,6.73,20.18,0.0,,Rainy,500,10d,9,1,Fair,25.759280916486414,-80.19054287159636,30.1,,14.7,45.2,82.4
New York,2020-04-22,22.4,71,Sunny,4.9,1013.6,21.4,18.4,25.4,189,9.9,12845,59,0.0,0.0,0.0,,0.0,,Sunny,800,01d,2,4,Good,40.719683722654345,-74.01299989424972,23.3,,8.6,11.0,61.7
Phoenix,2020-04-22,45,32,Sunny,5.8,1009.3,44,40,48,294,10.8,18603,55,0.0,0.0,0.0,,0.0,,Sunny,800,01d,6,2,Poor,33.43852194170935,-112.07787647575375,45.7,,36.2,65.6,78.1
Seattle,2020-04-22,11.8,58,Cloudy,2.8,1021.2,12.8,6.8,15.8,46,7.8,15561,44,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,2,1,Good,47.60544099523719,-122.33159353591272,,,-1.5,54.6,75.7
Los Angeles,2020-04-23,35,89,Cloudy,4.4,1031.6,33,29,39,172,8.4,19433,54,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,9,4,Moderate,34.05756117255913,-118.25094369166898,36.6,,26.9,70.0,92.8
Miami,2020-04-23,29.6,78,Cloudy,2.7,1021.3,29.6,26.6,32.6,151,2.7,11515,83,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,11,1,Moderate,25.76806890665975,-80.19869975668307,30.6,,21.4,50.8,36.7
New York,2020-04-23,16.4,72,Cloudy,2.6,1008.9,14.4,10.4,20.4,288,3.6,11473,48,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,10,3,Poor,40.71757470922689,-74.00482787564292,,,3.9,22.9,39.2
Phoenix,2020-04-23,43.9,37,Sunny,3.3,1010.5,46.9,40.9,46.9,5,7.3,13361,28,0.0,0.0,0.0,,0.0,,Sunny,800,01d,6,4,Poor,33.45521839909215,-112.08112239831222,44.2,,31.5,40.0,64.0
Seattle,2020-04-23,7.8,63,Cloudy,6.2,1009.0,8.8,3.8,9.8,153,11.2,10407,90,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,11,1,Moderate,47.59726893700666,-122.32734133265284,,0.1,-0.1,45.7,49.0
Los Angeles,2020-04-24,22.6,79,Rainy,2.7,1035,22.6,17.6,27.6,298,7.7,11067,94,6.46,0.0,6.46,19.39,0.0,,Rainy,500,10d,8,1,Good,34.04586899581956,-118.23885874045274,23.9,,10.8,35.8,42.8
Miami,2020-04-24,40,79,Stormy,1.6,1026.3,40,38,46,166,6.6,5448,74,0.58,0.0,0.58,1.75,0.0,,Stormy,200,11d,4,1,Moderate,25.763535705382438,-80.18274792304675,43.0,,27.4,39.0,52.2
New York,2020-04-24,20.4,59,Rainy,3.9,1018.9,17.4,17.4,26.4,300,7.9,12572,53,3.54,0.0,3.54,10.62,0.0,,Rainy,500,10d,10,1,Moderate,40.714353172766124,-74.00990962827503,22.5,,13.6,29.5,71.2
Phoenix,2020-04-24,36.9,37,Sunny,4.9,1014.4,33.9,31.9,38.9,55,4.9,13969,68,0.0,0.0,0.0,,0.0,,Sunny,800,01d,5,1,Poor,33.45221453888234,-112.07546608012362,40.6,,23.2,37.4,85.5
Seattle,2020-04-24,12.9,58,Cloudy,4.4,1023.9,14.9,10.9,14.9,103,4.4,16297,39,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,1,1,Fair,47.60611714731388,-122.32592465767823,,,1.3,43.1,36.6
Los Angeles,2020-04-25,35,71,Sunny,3.3,1017.0,35,30,40,66,5.3,15886,31,0.0,0.0,0.0,,0.0,,Sunny,800,01d,3,2,Moderate,34.060230113811905,-118.25193959487159,36.1,,21.1,38.2,94.1
Miami,2020-04-25,32.6,85,Sunny,3.2,1029.4,30.6,26.6,35.6,346,3.2,10540,20,0.0,0.0,0.0,,0.0,,Sunny,800,01d,7,2,Poor,25.75685472088239,-80.18455355377314,35.8,,19.8,73.7,69.7
New York,2020-04-25,12.5,56,Sunny,4.8,1010.2,12.5,9.5,16.5,64,8.8,7396,6,0.0,0.0,0.0,,0.0,,Sunny,800,01d,9,3,Moderate,40.71345337455623,-74.01514027071362,,,3.9,57.8,34.7
Phoenix,2020-04-25,45,37,Sunny,5.6,1003.8,48,39,50,295,8.6,11076,81,0.0,0.0,0.0,,0.0,,Sunny,800,01d,4,3,Poor,33.44114234672227,-112.07089792169317,47.6,,30.9,42.2,80.6
Seattle,2020-04-25,6.9,54,Cloudy,3.4,1015.0,9.9,2.9,10.9,336,5.4,19103,52,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,4,2,Moderate,47.59677832721256,-122.33727913266767,,0.0,0.1,66.2,71.9
Los Angeles,2020-04-26,21.6,70,Cloudy,2.4,1023.4,19.6,16.6,27.6,356,2.4,7982,86,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,2,3,Fair,34.05941866737577,-118.2441477063806,26.2,,12.7,23.1,37.9
Miami,2020-04-26,38.6,72,Sunny,4.4,1031.3,40.6,33.6,40.6,359,5.4,13908,31,0.0,0.0,0.0,,0.0,,Sunny,800,01d,2,4,Poor,25.77013024139447,-80.19244010204008,42.7,,24.5,21.7,70.6
New York,2020-04-26,14.5,54,Rainy,3.4,1023.7,14.5,8.5,16.5,310,8.4,13146,56,3.87,0.0,3.87,11.61,0.0,,Rainy,500,10d,7,5,Moderate,40.706607325328115,-74.0000490450952,,,4.3,54.7,80.1
Phoenix,2020-04-26,45,36,Sunny,4.9,1008.7,45,41,49,357,7.9,6480,96,0.0,0.0,0.0,,0.0,,Sunny,800,01d,11,1,Poor,33.44662426853954,-112.06713826529344,46.4,,33.7,57.7,54.4
Seattle,2020-04-26,16.9,64,Sunny,3.8,1015.4,14.9,12.9,18.9,176,8.8,18351,54,0.0,0.0,0.0,,0.0,,Sunny,800,01d,8,5,Poor,47.61116004451367,-122.33816262411415,,,5.2,20.2,50.7
Los Angeles,2020-04-27,28.6,66,Rainy,4.0,1017.3,27.6,24.6,34.6,283,9.0,13462,35,4.76,0.0,4.76,14.29,0.0,,Rainy,500,10d,8,1,Poor,34.04854308051796,-118.23682511098367,30.2,,23.1,53.6,82.5
Miami,2020-04-27,35.6,70,Cloudy,4.5,1019.4,37.6,32.6,37.6,129,8.5,14861,43,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,1,2,Poor,25.764821786239935,-80.20001031744772,36.0,,25.4,65.0,34.3
New York,2020-04-27,10.5,65,Rainy,5.3,1011.3,10.5,8.5,13.5,116,5.3,13370,11,3.0,0.0,3.0,9.01,0.0,,Rainy,500,10d,11,1,Good,40.71706909530645,-73.99618619340698,,,4.1,36.6,56.1
Phoenix,2020-04-27,45,40,Sunny,4.2,1007.1,48,43,49,147,7.2,18531,80,0.0,0.0,0.0,,0.0,,Sunny,800,01d,5,4,Fair,33.44630234797494,-112.07876146462937,46.1,,34.4,73.6,88.5
Seattle,2020-04-27,10.9,58,Rainy,2.5,1016.6,10.9,5.9,15.9,15,5.5,6086,65,4.72,0.0,4.72,14.15,0.0,,Rainy,500,10d,8,2,Moderate,47.609372416070755,-122.34128978450623,,,3.2,45.0,51.1
Los Angeles,2020-04-28,28.7,80,Cloudy,4.6,1027.4,27.7,22.7,30.7,0,9.6,18905,45,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,8,1,Poor,34.05272068666028,-118.24740914411818,31.3,,16.1,33.7,33.1
Miami,2020-04-28,31.7,88,Rainy,4.9,1034.7,28.7,25.7,33.7,134,8.9,13879,62,2.96,0.0,2.96,8.88,0.0,,Rainy,500,10d,3,1,Poor,25.75670911844534,-80.18277414951339,35.7,,17.0,34.6,53.7
